ID,Marital Status,Gender,Income,Children,Parent,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Age Brackets,Purchased Bike
17960,Married,Female,"$40,000.00",0,No,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,35,Middle Aged,Yes
11897,Single,Male,"$60,000.00",2,Yes,Bachelors,Professional,No,1,0-1 Miles,Pacific,37,Middle Aged,Yes
11576,Married,Male,"$30,000.00",1,Yes,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,41,Middle Aged,Yes
19255,Single,Male,"$10,000.00",2,Yes,Partial College,Manual,Yes,1,0-1 Miles,Europe,51,Middle Aged,Yes
24901,Single,Male,"$110,000.00",0,No,Partial College,Management,No,3,10 Miles +,Pacific,32,Middle Aged,Yes
27169,Single,Male,"$30,000.00",0,No,High School,Manual,Yes,1,2-5 Miles,Europe,34,Middle Aged,Yes
17048,Single,Female,"$90,000.00",1,Yes,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,36,Middle Aged,Yes
28488,Single,Male,"$20,000.00",0,No,Partial College,Manual,Yes,0,0-1 Miles,Pacific,28,Adolescent,Yes
21891,Married,Female,"$110,000.00",0,No,High School,Management,Yes,3,10 Miles +,Pacific,34,Middle Aged,Yes
22175,Married,Female,"$30,000.00",3,Yes,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,53,Middle Aged,Yes
19784,Married,Female,"$80,000.00",2,Yes,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,50,Middle Aged,Yes
27824,Single,Female,"$30,000.00",3,Yes,Partial College,Clerical,Yes,2,0-1 Miles,Europe,28,Adolescent,Yes
24093,Single,Female,"$80,000.00",0,No,Graduate Degree,Skilled Manual,No,0,0-1 Miles,Europe,40,Middle Aged,Yes
21561,Single,Male,"$90,000.00",0,No,Bachelors,Professional,No,3,10 Miles +,Pacific,34,Middle Aged,Yes
11061,Married,Male,"$70,000.00",2,Yes,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,52,Middle Aged,Yes
26651,Single,Male,"$80,000.00",4,Yes,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,36,Middle Aged,Yes
21108,Married,Female,"$40,000.00",1,Yes,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,43,Middle Aged,Yes
25307,Married,Female,"$40,000.00",1,Yes,Bachelors,Skilled Manual,Yes,1,1-2 Miles,Europe,32,Middle Aged,Yes
20711,Married,Female,"$40,000.00",1,Yes,Bachelors,Skilled Manual,Yes,0,1-2 Miles,Europe,32,Middle Aged,Yes
16559,Single,Female,"$10,000.00",2,Yes,High School,Manual,Yes,0,0-1 Miles,Europe,36,Middle Aged,Yes
13585,Married,Female,"$80,000.00",4,Yes,Partial College,Professional,No,1,2-5 Miles,Europe,53,Middle Aged,Yes
21560,Married,Male,"$120,000.00",0,No,Partial High School,Professional,Yes,4,10 Miles +,Pacific,32,Middle Aged,Yes
13662,Single,Male,"$20,000.00",0,No,Partial High School,Manual,Yes,2,1-2 Miles,Europe,31,Middle Aged,Yes
13089,Married,Female,"$120,000.00",1,Yes,Bachelors,Management,Yes,2,0-1 Miles,Pacific,46,Middle Aged,Yes
14791,Married,Female,"$40,000.00",0,No,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,39,Middle Aged,Yes
17754,Single,Female,"$30,000.00",3,Yes,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,46,Middle Aged,Yes
16549,Single,Female,"$30,000.00",3,Yes,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,47,Middle Aged,Yes
24305,Single,Male,"$100,000.00",1,Yes,Bachelors,Management,No,3,0-1 Miles,Pacific,46,Middle Aged,Yes
28323,Single,Male,"$70,000.00",0,No,Bachelors,Professional,No,2,5-10 Miles,Pacific,43,Middle Aged,Yes
22634,Single,Female,"$40,000.00",0,No,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,38,Middle Aged,Yes
15665,Married,Female,"$30,000.00",0,No,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,47,Middle Aged,Yes
27585,Married,Female,"$90,000.00",2,Yes,Bachelors,Professional,No,0,0-1 Miles,Pacific,36,Middle Aged,Yes
21974,Single,Female,"$70,000.00",0,No,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,42,Middle Aged,Yes
14032,Married,Male,"$70,000.00",2,Yes,High School,Skilled Manual,No,2,1-2 Miles,Pacific,50,Middle Aged,Yes
22610,Married,Male,"$30,000.00",0,No,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,35,Middle Aged,Yes
26984,Married,Male,"$40,000.00",1,Yes,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,32,Middle Aged,Yes
28564,Single,Female,"$40,000.00",2,Yes,Partial College,Clerical,Yes,0,1-2 Miles,Europe,33,Middle Aged,Yes
28521,Single,Male,"$40,000.00",0,No,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,36,Middle Aged,Yes
25681,Single,Female,"$30,000.00",0,No,Partial College,Clerical,No,1,2-5 Miles,Europe,31,Middle Aged,Yes
26238,Single,Female,"$40,000.00",3,Yes,Partial College,Clerical,Yes,1,1-2 Miles,North America,31,Middle Aged,Yes
23707,Single,Male,"$70,000.00",5,Yes,Bachelors,Management,Yes,3,10 Miles +,North America,60,Old,Yes
20678,Single,Female,"$60,000.00",3,Yes,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,40,Middle Aged,Yes
15302,Single,Female,"$70,000.00",1,Yes,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Middle Aged,Yes
26012,Married,Male,"$80,000.00",1,Yes,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,48,Middle Aged,Yes
26575,Single,Female,"$40,000.00",0,No,High School,Skilled Manual,No,2,1-2 Miles,North America,31,Middle Aged,Yes
20339,Married,Female,"$130,000.00",1,Yes,Bachelors,Management,Yes,4,2-5 Miles,North America,44,Middle Aged,Yes
25405,Married,Male,"$70,000.00",2,Yes,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,38,Middle Aged,Yes
25074,Married,Female,"$70,000.00",4,Yes,Bachelors,Professional,Yes,2,2-5 Miles,North America,42,Middle Aged,Yes
24738,Married,Female,"$40,000.00",1,Yes,Partial College,Clerical,Yes,1,1-2 Miles,North America,51,Middle Aged,Yes
24357,Married,Male,"$80,000.00",3,Yes,Bachelors,Professional,Yes,1,2-5 Miles,North America,48,Middle Aged,Yes
18613,Single,Male,"$70,000.00",0,No,Bachelors,Professional,No,1,2-5 Miles,North America,37,Middle Aged,Yes
12207,Single,Male,"$80,000.00",4,Yes,Bachelors,Management,Yes,0,5-10 Miles,North America,66,Old,Yes
18052,Married,Female,"$60,000.00",1,Yes,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,45,Middle Aged,Yes
13353,Single,Female,"$60,000.00",4,Yes,Graduate Degree,Management,Yes,2,10 Miles +,North America,61,Old,Yes
17269,Single,Male,"$60,000.00",3,Yes,Bachelors,Professional,No,0,0-1 Miles,North America,47,Middle Aged,Yes
23586,Married,Female,"$80,000.00",0,No,Bachelors,Management,Yes,1,1-2 Miles,North America,34,Middle Aged,Yes
18976,Single,Male,"$40,000.00",4,Yes,High School,Professional,Yes,2,10 Miles +,North America,62,Old,Yes
19413,Single,Male,"$60,000.00",3,Yes,Bachelors,Professional,No,1,0-1 Miles,North America,47,Middle Aged,Yes
13283,Married,Male,"$80,000.00",3,Yes,Partial College,Professional,No,2,0-1 Miles,North America,49,Middle Aged,Yes
16791,Single,Male,"$60,000.00",5,Yes,Bachelors,Management,Yes,3,10 Miles +,North America,59,Old,Yes
13233,Married,Male,"$60,000.00",2,Yes,Partial College,Professional,Yes,1,10 Miles +,North America,57,Old,Yes
25909,Married,Male,"$60,000.00",0,No,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,Adolescent,Yes
29143,Single,Female,"$60,000.00",1,Yes,Bachelors,Professional,No,1,0-1 Miles,North America,44,Middle Aged,Yes
13907,Single,Female,"$80,000.00",3,Yes,Bachelors,Skilled Manual,Yes,1,0-1 Miles,North America,41,Middle Aged,Yes
14900,Married,Female,"$40,000.00",1,Yes,Partial College,Clerical,Yes,1,1-2 Miles,North America,49,Middle Aged,Yes
22294,Single,Female,"$70,000.00",0,No,Bachelors,Professional,No,1,2-5 Miles,North America,37,Middle Aged,Yes
15529,Married,Male,"$60,000.00",4,Yes,Bachelors,Professional,Yes,2,2-5 Miles,North America,43,Middle Aged,Yes
19884,Married,Male,"$60,000.00",2,Yes,High School,Professional,Yes,2,2-5 Miles,North America,55,Old,Yes
13453,Married,Female,"$130,000.00",3,Yes,Bachelors,Management,Yes,3,0-1 Miles,North America,45,Middle Aged,Yes
14063,Single,Female,"$70,000.00",0,No,Bachelors,Professional,No,1,0-1 Miles,Pacific,42,Middle Aged,Yes
14417,Single,Male,"$60,000.00",3,Yes,High School,Professional,Yes,2,10 Miles +,North America,54,Middle Aged,Yes
17533,Married,Male,"$40,000.00",3,Yes,Partial College,Professional,No,2,5-10 Miles,North America,73,Old,Yes
18580,Married,Female,"$60,000.00",2,Yes,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,40,Middle Aged,Yes
17025,Single,Male,"$50,000.00",0,No,Partial College,Skilled Manual,No,1,2-5 Miles,North America,39,Middle Aged,Yes
18560,Married,Female,"$70,000.00",2,Yes,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Middle Aged,Yes
14495,Married,Male,"$40,000.00",3,Yes,Partial College,Professional,No,2,5-10 Miles,North America,54,Middle Aged,Yes
14754,Married,Male,"$40,000.00",1,Yes,Partial College,Clerical,Yes,1,1-2 Miles,North America,48,Middle Aged,Yes
23378,Married,Male,"$70,000.00",1,Yes,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,44,Middle Aged,Yes
21266,Single,Female,"$80,000.00",0,No,Bachelors,Management,Yes,1,1-2 Miles,North America,34,Middle Aged,Yes
28667,Single,Male,"$70,000.00",2,Yes,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,37,Middle Aged,Yes
15194,Single,Male,"$120,000.00",2,Yes,Bachelors,Management,No,3,0-1 Miles,North America,39,Middle Aged,Yes
16871,Married,Female,"$90,000.00",2,Yes,High School,Professional,Yes,1,10 Miles +,North America,51,Middle Aged,Yes
23158,Married,Female,"$60,000.00",1,Yes,Graduate Degree,Professional,No,0,0-1 Miles,North America,35,Middle Aged,Yes
18545,Married,Male,"$40,000.00",4,Yes,High School,Professional,No,2,10 Miles +,North America,61,Old,Yes
19812,Single,Female,"$70,000.00",2,Yes,Partial College,Professional,Yes,0,5-10 Miles,North America,49,Middle Aged,Yes
28997,Single,Male,"$40,000.00",2,Yes,High School,Professional,No,1,2-5 Miles,North America,58,Old,Yes
19002,Married,Female,"$60,000.00",2,Yes,Partial College,Professional,Yes,1,2-5 Miles,North America,57,Old,Yes
18858,Single,Male,"$60,000.00",2,Yes,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,52,Middle Aged,Yes
20000,Married,Male,"$60,000.00",1,Yes,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,Middle Aged,Yes
17458,Single,Male,"$70,000.00",3,Yes,High School,Professional,Yes,0,5-10 Miles,North America,52,Middle Aged,Yes
16145,Single,Female,"$70,000.00",5,Yes,Graduate Degree,Professional,Yes,3,10 Miles +,North America,46,Middle Aged,Yes
16890,Married,Male,"$60,000.00",3,Yes,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,52,Middle Aged,Yes
22994,Married,Female,"$80,000.00",0,No,Bachelors,Management,Yes,1,1-2 Miles,North America,34,Middle Aged,Yes
25184,Single,Male,"$110,000.00",1,Yes,Partial College,Professional,Yes,4,5-10 Miles,North America,45,Middle Aged,Yes
11538,Single,Female,"$60,000.00",4,Yes,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,Middle Aged,Yes
17858,Married,Male,"$40,000.00",4,Yes,High School,Skilled Manual,Yes,2,2-5 Miles,North America,44,Middle Aged,Yes
11259,Married,Female,"$100,000.00",4,Yes,Partial College,Professional,Yes,4,2-5 Miles,North America,41,Middle Aged,Yes
25943,Single,Female,"$70,000.00",0,No,Partial College,Skilled Manual,No,2,0-1 Miles,North America,27,Adolescent,Yes
29255,Single,Male,"$80,000.00",3,Yes,Partial College,Professional,No,1,1-2 Miles,North America,51,Middle Aged,Yes
22088,Married,Female,"$130,000.00",1,Yes,Bachelors,Management,Yes,2,0-1 Miles,North America,45,Middle Aged,Yes
29237,Single,Female,"$120,000.00",4,Yes,Partial College,Professional,Yes,3,5-10 Miles,North America,43,Middle Aged,Yes
18949,Single,Male,"$70,000.00",0,No,Graduate Degree,Management,Yes,2,5-10 Miles,North America,74,Old,Yes
25886,Married,Female,"$60,000.00",2,Yes,Partial College,Professional,Yes,2,2-5 Miles,North America,56,Old,Yes
21741,Married,Female,"$70,000.00",3,Yes,Partial College,Professional,Yes,2,5-10 Miles,North America,50,Middle Aged,Yes
14572,Married,Female,"$70,000.00",3,Yes,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Middle Aged,Yes
25872,Single,Female,"$70,000.00",2,Yes,Bachelors,Management,No,1,2-5 Miles,North America,58,Old,Yes
19164,Single,Female,"$70,000.00",0,No,Bachelors,Professional,No,1,2-5 Miles,North America,38,Middle Aged,Yes
18435,Single,Female,"$70,000.00",5,Yes,Graduate Degree,Management,Yes,2,10 Miles +,North America,67,Old,Yes
14284,Single,Male,"$60,000.00",0,No,Partial College,Professional,No,2,1-2 Miles,North America,32,Middle Aged,Yes
13066,Single,Male,"$30,000.00",0,No,High School,Skilled Manual,No,2,1-2 Miles,North America,31,Middle Aged,Yes
29106,Single,Male,"$40,000.00",0,No,High School,Skilled Manual,No,2,1-2 Miles,North America,31,Middle Aged,Yes
19133,Single,Male,"$50,000.00",2,Yes,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,38,Middle Aged,Yes
21599,Married,Female,"$60,000.00",1,Yes,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Middle Aged,Yes
22976,Single,Male,"$40,000.00",0,No,High School,Skilled Manual,No,2,0-1 Miles,North America,28,Adolescent,Yes
28580,Married,Female,"$80,000.00",0,No,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,40,Middle Aged,Yes
17864,Married,Female,"$60,000.00",1,Yes,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,46,Middle Aged,Yes
22252,Single,Female,"$60,000.00",1,Yes,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Middle Aged,Yes
11817,Single,Female,"$70,000.00",4,Yes,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Middle Aged,Yes
27673,Single,Female,"$60,000.00",3,Yes,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,Middle Aged,Yes
12774,Married,Female,"$40,000.00",1,Yes,Partial College,Clerical,Yes,1,1-2 Miles,North America,51,Middle Aged,Yes
23144,Married,Male,"$50,000.00",1,Yes,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,34,Middle Aged,Yes
23376,Married,Male,"$70,000.00",1,Yes,Bachelors,Professional,Yes,1,2-5 Miles,North America,44,Middle Aged,Yes
25970,Single,Female,"$60,000.00",4,Yes,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,41,Middle Aged,Yes
28068,Single,Female,"$80,000.00",3,Yes,Graduate Degree,Professional,No,0,0-1 Miles,North America,36,Middle Aged,Yes
23479,Single,Male,"$90,000.00",0,No,Partial College,Professional,No,2,0-1 Miles,North America,43,Middle Aged,Yes
13314,Married,Male,"$120,000.00",1,Yes,High School,Professional,Yes,4,5-10 Miles,North America,46,Middle Aged,Yes
29132,Single,Female,"$40,000.00",0,No,Bachelors,Professional,Yes,1,2-5 Miles,North America,42,Middle Aged,Yes
20296,Single,Female,"$60,000.00",0,No,Partial College,Skilled Manual,No,1,1-2 Miles,North America,33,Middle Aged,Yes
17546,Married,Female,"$70,000.00",1,Yes,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,44,Middle Aged,Yes
23358,Married,Male,"$60,000.00",0,No,High School,Professional,Yes,2,5-10 Miles,North America,32,Middle Aged,Yes
16020,Married,Male,"$40,000.00",0,No,High School,Skilled Manual,Yes,2,5-10 Miles,North America,28,Adolescent,Yes
27090,Married,Female,"$60,000.00",1,Yes,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,37,Middle Aged,Yes
19661,Single,Male,"$90,000.00",4,Yes,Bachelors,Management,Yes,1,1-2 Miles,North America,38,Middle Aged,Yes
26327,Married,Male,"$70,000.00",4,Yes,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Middle Aged,Yes
24958,Single,Female,"$40,000.00",5,Yes,High School,Professional,No,3,2-5 Miles,North America,60,Old,Yes
13287,Single,Male,"$110,000.00",4,Yes,Bachelors,Management,Yes,4,5-10 Miles,North America,42,Middle Aged,Yes
11270,Married,Male,"$130,000.00",2,Yes,Graduate Degree,Management,Yes,3,0-1 Miles,North America,42,Middle Aged,Yes
16144,Married,Male,"$70,000.00",1,Yes,Graduate Degree,Professional,Yes,1,0-1 Miles,North America,46,Middle Aged,Yes
11886,Married,Female,"$60,000.00",3,Yes,Bachelors,Professional,Yes,1,0-1 Miles,North America,48,Middle Aged,Yes
24324,Single,Female,"$60,000.00",4,Yes,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Middle Aged,Yes
22220,Married,Male,"$60,000.00",2,Yes,High School,Professional,No,2,1-2 Miles,North America,49,Middle Aged,Yes
26625,Single,Female,"$60,000.00",0,No,Graduate Degree,Professional,Yes,1,2-5 Miles,North America,38,Middle Aged,Yes
16867,Single,Female,"$130,000.00",1,Yes,Bachelors,Management,No,3,0-1 Miles,North America,45,Middle Aged,Yes
28799,Single,Female,"$40,000.00",2,Yes,Partial College,Clerical,No,1,1-2 Miles,North America,47,Middle Aged,Yes
14913,Married,Female,"$40,000.00",1,Yes,Partial College,Clerical,Yes,1,1-2 Miles,North America,48,Middle Aged,Yes
12452,Married,Male,"$60,000.00",4,Yes,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,Middle Aged,Yes
23668,Married,Female,"$40,000.00",4,Yes,High School,Professional,Yes,2,5-10 Miles,North America,59,Old,Yes
27261,Married,Male,"$40,000.00",1,Yes,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,36,Middle Aged,Yes
18649,Single,Male,"$30,000.00",1,Yes,High School,Clerical,Yes,2,1-2 Miles,North America,51,Middle Aged,Yes
23217,Single,Female,"$60,000.00",3,Yes,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,43,Middle Aged,Yes
20657,Single,Male,"$50,000.00",2,Yes,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,37,Middle Aged,Yes
12882,Married,Male,"$50,000.00",1,Yes,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,33,Middle Aged,Yes
16753,Single,Female,"$70,000.00",0,No,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,34,Middle Aged,Yes
24979,Married,Female,"$60,000.00",2,Yes,Partial College,Professional,Yes,2,2-5 Miles,North America,57,Old,Yes
14657,Married,Male,"$80,000.00",1,Yes,Partial College,Skilled Manual,No,1,0-1 Miles,North America,47,Middle Aged,Yes
11540,Single,Male,"$60,000.00",4,Yes,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,Middle Aged,Yes
14602,Married,Female,"$80,000.00",3,Yes,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,36,Middle Aged,Yes
26490,Single,Male,"$70,000.00",2,Yes,Bachelors,Management,No,1,2-5 Miles,North America,59,Old,Yes
15372,Married,Male,"$80,000.00",3,Yes,Partial College,Professional,No,2,2-5 Miles,North America,50,Middle Aged,Yes
16112,Single,Male,"$70,000.00",4,Yes,Bachelors,Professional,Yes,2,2-5 Miles,North America,43,Middle Aged,Yes
20076,Single,Female,"$10,000.00",2,Yes,High School,Manual,Yes,2,1-2 Miles,North America,53,Middle Aged,Yes
24496,Single,Female,"$40,000.00",0,No,High School,Skilled Manual,No,2,0-1 Miles,North America,28,Adolescent,Yes
28031,Single,Female,"$70,000.00",2,Yes,Bachelors,Management,No,1,2-5 Miles,North America,59,Old,Yes
22221,Married,Male,"$60,000.00",2,Yes,High School,Professional,No,2,1-2 Miles,North America,48,Middle Aged,Yes
18363,Married,Male,"$40,000.00",0,No,High School,Skilled Manual,Yes,2,5-10 Miles,North America,28,Adolescent,Yes
12768,Married,Male,"$30,000.00",1,Yes,High School,Clerical,Yes,1,2-5 Miles,North America,52,Middle Aged,Yes
13382,Married,Male,"$70,000.00",5,Yes,Partial College,Professional,Yes,2,1-2 Miles,North America,57,Old,Yes
20310,Single,Male,"$60,000.00",0,No,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,Adolescent,Yes
22971,Single,Female,"$30,000.00",0,No,High School,Skilled Manual,No,2,0-1 Miles,North America,25,Adolescent,Yes
15287,Single,Female,"$50,000.00",1,Yes,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,Middle Aged,Yes
15532,Single,Male,"$60,000.00",4,Yes,Bachelors,Professional,Yes,2,2-5 Miles,North America,43,Middle Aged,Yes
15255,Married,Male,"$40,000.00",0,No,High School,Skilled Manual,Yes,2,5-10 Miles,North America,28,Adolescent,Yes
13154,Married,Male,"$40,000.00",0,No,High School,Skilled Manual,No,2,0-1 Miles,North America,27,Adolescent,Yes
21417,Single,Female,"$60,000.00",0,No,Partial College,Professional,No,2,1-2 Miles,North America,32,Middle Aged,Yes
17668,Single,Male,"$30,000.00",2,Yes,High School,Skilled Manual,Yes,2,1-2 Miles,North America,50,Middle Aged,Yes
20376,Single,Female,"$70,000.00",3,Yes,Graduate Degree,Management,Yes,2,5-10 Miles,North America,52,Middle Aged,Yes
13351,Single,Female,"$70,000.00",4,Yes,Bachelors,Management,Yes,2,1-2 Miles,North America,62,Old,Yes
21660,Married,Female,"$60,000.00",3,Yes,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,43,Middle Aged,Yes
17012,Married,Female,"$60,000.00",3,Yes,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,42,Middle Aged,Yes
26582,Married,Male,"$60,000.00",0,No,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,33,Middle Aged,Yes
23041,Single,Female,"$70,000.00",4,Yes,High School,Professional,Yes,0,5-10 Miles,North America,50,Middle Aged,Yes
29048,Single,Male,"$110,000.00",2,Yes,Bachelors,Management,No,3,0-1 Miles,North America,37,Middle Aged,Yes
24433,Married,Male,"$70,000.00",3,Yes,High School,Professional,No,1,1-2 Miles,North America,52,Middle Aged,Yes
15501,Married,Male,"$70,000.00",4,Yes,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Middle Aged,Yes
13911,Single,Female,"$80,000.00",3,Yes,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Middle Aged,Yes
19163,Married,Female,"$70,000.00",4,Yes,Bachelors,Professional,Yes,2,0-1 Miles,North America,43,Middle Aged,Yes
27540,Single,Female,"$70,000.00",0,No,Bachelors,Professional,No,1,0-1 Miles,North America,37,Middle Aged,Yes
19889,Single,Female,"$70,000.00",2,Yes,Partial High School,Skilled Manual,No,2,2-5 Miles,North America,54,Middle Aged,Yes
12922,Single,Female,"$60,000.00",3,Yes,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,40,Middle Aged,Yes
19143,Single,Female,"$80,000.00",3,Yes,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Middle Aged,Yes
23882,Single,Female,"$80,000.00",3,Yes,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,Middle Aged,Yes
15555,Married,Female,"$60,000.00",1,Yes,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,45,Middle Aged,Yes
13176,Single,Male,"$130,000.00",0,No,Graduate Degree,Management,No,2,0-1 Miles,North America,38,Middle Aged,Yes
16751,Married,Male,"$60,000.00",0,No,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,32,Middle Aged,Yes
21613,Single,Male,"$50,000.00",2,Yes,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,39,Middle Aged,Yes
24801,Single,Male,"$60,000.00",1,Yes,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Middle Aged,Yes
11745,Married,Female,"$60,000.00",1,Yes,Bachelors,Professional,Yes,1,0-1 Miles,North America,47,Middle Aged,Yes
13714,Married,Female,"$20,000.00",2,Yes,High School,Manual,No,2,1-2 Miles,North America,53,Middle Aged,Yes
22330,Married,Male,"$50,000.00",0,No,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,32,Middle Aged,Yes
18783,Single,Male,"$80,000.00",0,No,Bachelors,Management,No,1,0-1 Miles,North America,38,Middle Aged,Yes
22046,Single,Female,"$80,000.00",0,No,Bachelors,Management,No,1,0-1 Miles,North America,38,Middle Aged,Yes
24955,Single,Male,"$30,000.00",5,Yes,Partial High School,Skilled Manual,Yes,3,10 Miles +,North America,60,Old,Yes
22118,Single,Female,"$70,000.00",3,Yes,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,Middle Aged,Yes
14883,Married,Female,"$30,000.00",1,Yes,Bachelors,Skilled Manual,Yes,1,5-10 Miles,North America,53,Middle Aged,Yes
27279,Single,Female,"$70,000.00",2,Yes,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,38,Middle Aged,Yes
28066,Married,Male,"$80,000.00",2,Yes,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,Middle Aged,Yes
11275,Married,Female,"$80,000.00",4,Yes,Graduate Degree,Management,Yes,2,0-1 Miles,North America,72,Old,Yes
16151,Married,Female,"$60,000.00",1,Yes,Bachelors,Professional,Yes,1,2-5 Miles,North America,48,Middle Aged,Yes
27074,Married,Female,"$70,000.00",1,Yes,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,35,Middle Aged,Yes
13415,Single,Male,"$100,000.00",1,Yes,Graduate Degree,Management,Yes,3,2-5 Miles,North America,73,Old,Yes
17000,Single,Female,"$70,000.00",4,Yes,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,43,Middle Aged,Yes
13873,Married,Male,"$70,000.00",3,Yes,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,Middle Aged,Yes
20401,Married,Female,"$50,000.00",4,Yes,Bachelors,Management,Yes,2,1-2 Miles,North America,64,Old,Yes
21583,Married,Female,"$50,000.00",1,Yes,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,34,Middle Aged,Yes
18066,Single,Male,"$70,000.00",5,Yes,Bachelors,Management,Yes,3,10 Miles +,North America,60,Old,Yes
16122,Married,Male,"$40,000.00",4,Yes,High School,Skilled Manual,Yes,2,0-1 Miles,North America,44,Middle Aged,Yes
18607,Single,Female,"$60,000.00",4,Yes,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,42,Middle Aged,Yes
26305,Single,Female,"$60,000.00",2,Yes,Bachelors,Skilled Manual,No,0,0-1 Miles,North America,36,Middle Aged,Yes
22050,Single,Male,"$90,000.00",4,Yes,Bachelors,Management,Yes,1,1-2 Miles,North America,38,Middle Aged,Yes
25394,Married,Male,"$60,000.00",1,Yes,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Middle Aged,Yes
23195,Single,Male,"$50,000.00",3,Yes,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Middle Aged,Yes
21695,Married,Male,"$60,000.00",0,No,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,39,Middle Aged,Yes
